Date,Civil (kWh),temp_C,solarRad_W/m2,Power-1,Rolling3,DayOfWeek,Hour,CyclicHour,WorkDay,LunchTime,Holidays,Classes,Convolution
2019-03-28 00:00:00,117.657,15.4475,1.00366666666666,122.973,124.42299999999987,3,0,1.0,1.0,1.0,1.0,1.0,1.00366666666666
2019-03-28 01:00:00,97.741,14.4141666666666,0.920666666666666,117.657,112.7903333333332,3,1,0.9659258262890683,1.0,1.0,1.0,0.1,0.0920666666666666
2019-03-28 02:00:00,99.232,13.8283333333333,4.43525,97.741,104.87666666666654,3,2,0.8660254037844387,1.0,1.0,1.0,0.1,0.443525
2019-03-28 03:00:00,98.614,13.6466666666666,6.39049999999999,99.232,98.52899999999987,3,3,0.7071067811865476,1.0,1.0,1.0,0.1,0.639049999999999
2019-03-28 04:00:00,98.464,13.2183333333333,4.82625,98.614,98.76999999999987,3,4,0.5000000000000003,1.0,1.0,1.0,0.1,0.482625
2019-03-28 05:00:00,101.39,11.1008333333333,4.84416666666666,98.464,99.4893333333332,3,5,0.2588190451025206,1.0,1.0,1.0,0.1,0.48441666666666605
2019-03-28 06:00:00,116.654,9.94416666666666,17.4490833333333,101.39,105.50266666666653,3,6,1.2246467991473532e-16,1.0,1.0,1.0,0.1,1.74490833333333
2019-03-28 07:00:00,206.607,10.3075,159.366666666666,116.654,141.5503333333332,3,7,0.25881904510252035,1.0,1.0,1.0,0.1,15.9366666666666
2019-03-28 08:00:00,313.292,12.3141666666666,363.9,206.607,212.18433333333323,3,8,0.4999999999999997,1.0,1.0,1.0,0.1,36.39
2019-03-28 09:00:00,298.289,12.9174999999999,556.091666666666,313.292,272.7293333333332,3,9,0.7071067811865475,1.0,1.0,1.0,0.1,55.6091666666666
2019-03-28 10:00:00,322.096,14.9166666666666,710.675,298.289,311.22566666666654,3,10,0.8660254037844388,1.0,1.0,1.0,0.1,71.0675
2019-03-28 11:00:00,323.58,16.3425,808.916666666666,322.096,314.65499999999986,3,11,0.9659258262890683,1.0,1.0,1.0,0.1,80.8916666666666
2019-03-28 12:00:00,340.914,17.535,849.25,323.58,328.8633333333332,3,12,1.0,1.0,1.0,1.0,0.1,84.92500000000001
2019-03-28 13:00:00,325.815,18.0858333333333,825.333333333333,340.914,330.10299999999984,3,13,0.9659258262890684,1.0,0.85,1.0,0.1,70.15333333333331
2019-03-28 14:00:00,330.164,19.6141666666666,746.358333333333,325.815,332.29766666666654,3,14,0.866025403784439,1.0,1.0,1.0,0.1,74.63583333333331
2019-03-28 15:00:00,343.911,20.7016666666666,612.958333333333,330.164,333.29666666666657,3,15,0.7071067811865483,1.0,0.85,1.0,0.1,52.101458333333305
2019-03-28 16:00:00,367.383,21.015,434.216666666666,343.911,347.15266666666656,3,16,0.5000000000000004,1.0,1.0,1.0,0.1,43.4216666666666
2019-03-28 17:00:00,313.569,21.0516666666666,233.908333333333,367.383,341.62099999999987,3,17,0.2588190451025207,1.0,1.0,1.0,0.1,23.3908333333333
2019-03-28 18:00:00,246.977,20.3308333333333,51.7145833333333,313.569,309.3096666666665,3,18,2.4492935982947064e-16,1.0,1.0,1.0,0.1,5.17145833333333
2019-03-28 19:00:00,190.367,19.6208333333333,0.952416666666666,246.977,250.30433333333318,3,19,0.25881904510252024,1.0,1.0,1.0,0.1,0.09524166666666661
2019-03-28 20:00:00,138.872,18.3891666666666,0.696666666666666,190.367,192.0719999999999,3,20,0.5,1.0,1.0,1.0,0.1,0.0696666666666666
2019-03-28 21:00:00,123.637,16.7466666666666,0.682833333333333,138.872,150.95866666666655,3,21,0.7071067811865474,1.0,1.0,1.0,0.1,0.0682833333333333
2019-03-28 22:00:00,121.255,16.58,0.655166666666666,123.637,127.92133333333321,3,22,0.8660254037844384,1.0,1.0,1.0,0.1,0.0655166666666666
2019-03-28 23:00:00,116.489,16.0641666666666,0.971416666666666,121.255,120.46033333333321,3,23,0.9659258262890681,1.0,1.0,1.0,0.1,0.09714166666666661
2019-03-29 00:00:00,108.98,15.1258333333333,0.6415,116.489,115.57466666666653,4,0,1.0,1.0,1.0,1.0,1.0,0.6415
2019-03-29 01:00:00,101.704,14.235,0.57225,108.98,109.05766666666653,4,1,0.9659258262890683,1.0,1.0,1.0,0.1,0.057225000000000005
2019-03-29 02:00:00,100.031,12.6841666666666,1.53233333333333,101.704,103.57166666666653,4,2,0.8660254037844387,1.0,1.0,1.0,0.1,0.153233333333333
2019-03-29 03:00:00,98.203,11.6116666666666,1.51391666666666,100.031,99.9793333333332,4,3,0.7071067811865476,1.0,1.0,1.0,0.1,0.151391666666666
2019-03-29 04:00:00,97.849,11.0408333333333,4.46116666666666,98.203,98.6943333333332,4,4,0.5000000000000003,1.0,1.0,1.0,0.1,0.44611666666666605
2019-03-29 05:00:00,102.879,10.4524999999999,3.39491666666666,97.849,99.64366666666653,4,5,0.2588190451025206,1.0,1.0,1.0,0.1,0.339491666666666
2019-03-29 06:00:00,121.991,9.78833333333333,19.4685833333333,102.879,107.57299999999987,4,6,1.2246467991473532e-16,1.0,1.0,1.0,0.1,1.94685833333333
2019-03-29 07:00:00,188.067,10.6525,167.525,121.991,137.64566666666653,4,7,0.25881904510252035,1.0,1.0,1.0,0.1,16.7525
2019-03-29 08:00:00,251.981,12.0925,374.233333333333,188.067,187.34633333333318,4,8,0.4999999999999997,1.0,1.0,1.0,0.1,37.423333333333304
2019-03-29 09:00:00,275.468,13.2491666666666,566.475,251.981,238.5053333333332,4,9,0.7071067811865475,1.0,1.0,1.0,0.1,56.64750000000001
2019-03-29 10:00:00,321.616,15.4233333333333,722.283333333333,275.468,283.02166666666653,4,10,0.8660254037844388,1.0,1.0,1.0,0.1,72.2283333333333
2019-03-29 11:00:00,355.73,16.3133333333333,815.833333333333,321.616,317.60466666666656,4,11,0.9659258262890683,1.0,1.0,1.0,0.1,81.58333333333331
2019-03-29 12:00:00,352.142,17.6841666666666,861.583333333333,355.73,343.16266666666655,4,12,1.0,1.0,1.0,1.0,0.1,86.1583333333333
2019-03-29 13:00:00,334.115,19.3166666666666,837.341666666666,352.142,347.3289999999999,4,13,0.9659258262890684,1.0,0.85,1.0,0.1,71.17404166666661
2019-03-29 14:00:00,335.441,20.1716666666666,695.366666666666,334.115,340.56599999999986,4,14,0.866025403784439,1.0,1.0,1.0,0.1,69.5366666666666
2019-03-29 15:00:00,313.235,20.645,447.433333333333,335.441,327.59699999999987,4,15,0.7071067811865483,1.0,0.85,1.0,0.1,38.0318333333333
2019-03-29 16:00:00,315.855,20.8,363.641666666666,313.235,321.5103333333332,4,16,0.5000000000000004,1.0,1.0,1.0,0.1,36.364166666666605
2019-03-29 17:00:00,259.778,20.9183333333333,238.991666666666,315.855,296.2893333333332,4,17,0.2588190451025207,1.0,1.0,1.0,0.1,23.899166666666602
2019-03-29 18:00:00,234.001,17.9583333333333,52.1189166666666,259.778,269.8779999999999,4,18,2.4492935982947064e-16,1.0,1.0,1.0,0.1,5.21189166666666
2019-03-29 19:00:00,177.917,16.1074999999999,0.94575,234.001,223.89866666666657,4,19,0.25881904510252024,1.0,1.0,1.0,0.1,0.094575
2019-03-29 20:00:00,132.661,15.4125,0.659833333333333,177.917,181.5263333333332,4,20,0.5,1.0,1.0,1.0,0.1,0.06598333333333331
2019-03-29 21:00:00,119.885,14.9933333333333,0.92975,132.661,143.48766666666654,4,21,0.7071067811865474,1.0,1.0,1.0,0.1,0.092975
2019-03-29 22:00:00,112.568,14.6049999999999,0.795999999999999,119.885,121.70466666666653,4,22,0.8660254037844384,1.0,1.0,1.0,0.1,0.07959999999999991
2019-03-29 23:00:00,108.455,14.4766666666666,1.14691666666666,112.568,113.63599999999987,4,23,0.9659258262890681,1.0,1.0,1.0,0.1,0.114691666666666
2019-03-30 00:00:00,99.546,14.2625,1.15849999999999,108.455,106.85633333333321,5,0,1.0,0.33,1.0,1.0,1.0,0.38230499999999673
2019-03-30 01:00:00,100.757,14.1558333333333,0.89075,99.546,102.9193333333332,5,1,0.9659258262890683,0.33,1.0,1.0,0.1,0.029394750000000004
2019-03-30 02:00:00,100.308,14.1041666666666,0.673833333333333,100.757,100.20366666666655,5,2,0.8660254037844387,0.33,1.0,1.0,0.1,0.022236499999999992
2019-03-30 03:00:00,98.759,13.0008333333333,2.76908333333333,100.308,99.9413333333332,5,3,0.7071067811865476,0.33,1.0,1.0,0.1,0.0913797499999999
2019-03-30 04:00:00,98.943,11.9241666666666,7.23133333333333,98.759,99.33666666666653,5,4,0.5000000000000003,0.33,1.0,1.0,0.1,0.23863399999999993
2019-03-30 05:00:00,100.833,11.2741666666666,7.94875,98.943,99.51166666666654,5,5,0.2588190451025206,0.33,1.0,1.0,0.1,0.26230875000000003
2019-03-30 06:00:00,101.58,10.7183333333333,16.54975,100.833,100.45199999999987,5,6,1.2246467991473532e-16,0.33,1.0,1.0,0.1,0.5461417500000001
2019-03-30 07:00:00,117.598,10.7891666666666,160.375,101.58,106.6703333333332,5,7,0.25881904510252035,0.33,1.0,1.0,0.1,5.292375000000001
2019-03-30 08:00:00,130.941,11.3483333333333,308.941666666666,117.598,116.70633333333319,5,8,0.4999999999999997,0.33,1.0,1.0,0.1,10.195074999999978
2019-03-30 09:00:00,140.245,11.9275,326.158333333333,130.941,129.59466666666654,5,9,0.7071067811865475,0.33,1.0,1.0,0.1,10.763224999999991
2019-03-30 10:00:00,144.98,12.0158333333333,194.458333333333,140.245,138.72199999999987,5,10,0.8660254037844388,0.33,1.0,1.0,0.1,6.417124999999989
