Date_start,Hour,Power_kW,temp_C,solarRad_W/m2,Power-1,Rolling3,CyclicHour,DayOfWeek,WorkDay,LunchTime,Holidays,Classes,Convolution
2017-01-01 02:00:00,2,74.2081752,7.263416666666667,1.4150833333333335,75.1735565,74.75981256666667,0.8660254037844387,6,0.33,1.0,0.1,0.1,0.004669775000000001
2017-01-01 03:00:00,3,73.7358886,6.831333333333333,1.5419999999999998,74.2081752,74.3725401,0.7071067811865476,6,0.33,1.0,0.1,0.1,0.0050886
2017-01-01 04:00:00,4,75.1023508,6.50025,0.891,73.7358886,74.34880486666667,0.5000000000000003,6,0.33,1.0,0.1,0.1,0.0029403000000000003
2017-01-01 05:00:00,5,75.7873,6.0064166666666665,1.3758333333333332,75.1023508,74.8751798,0.2588190451025206,6,0.33,1.0,0.1,0.1,0.004540250000000001
2017-01-01 06:00:00,6,77.6023772,5.645833333333333,0.988,75.7873,76.16400933333334,1.2246467991473532e-16,6,0.33,1.0,0.1,0.1,0.0032604
2017-01-01 07:00:00,7,78.4381374,5.47775,1.4661666666666668,77.6023772,77.2759382,0.25881904510252035,6,0.33,1.0,0.1,0.1,0.004838350000000002
2017-01-01 08:00:00,8,79.3300222,5.4102500000000004,29.54975,78.4381374,78.45684560000001,0.4999999999999997,6,0.33,1.0,0.1,0.1,0.09751417500000002
2017-01-01 09:00:00,9,79.1734842,5.480583333333333,76.49416666666667,79.3300222,78.98054793333334,0.7071067811865475,6,0.33,1.0,0.1,0.1,0.2524307500000001
2017-01-01 10:00:00,10,79.9118854,6.0168333333333335,192.8083333333333,79.1734842,79.47179726666667,0.8660254037844388,6,0.33,1.0,0.1,0.1,0.6362675
2017-01-01 11:00:00,11,79.9960723,6.882416666666667,237.49166666666667,79.9118854,79.69381396666667,0.9659258262890683,6,0.33,1.0,0.1,0.1,0.7837225000000001
2017-01-01 12:00:00,12,78.9804843,7.56,267.5,79.9960723,79.62948066666667,1.0,6,0.33,1.0,0.1,0.1,0.8827500000000001
2017-01-01 13:00:00,13,80.4000167,8.73,203.54999999999998,78.9804843,79.79219109999998,0.9659258262890684,6,0.33,0.85,0.1,0.1,0.57095775
2017-01-01 14:00:00,14,82.9294417,9.809166666666666,146.23333333333332,80.4000167,80.7699809,0.866025403784439,6,0.33,1.0,0.1,0.1,0.48257000000000005
2017-01-01 15:00:00,15,84.2287071,9.735833333333334,124.28333333333335,82.9294417,82.51938849999999,0.7071067811865483,6,0.33,0.85,0.1,0.1,0.3486147500000001
2017-01-01 16:00:00,16,84.272805,9.525833333333333,56.92416666666667,84.2287071,83.81031793333334,0.5000000000000004,6,0.33,1.0,0.1,0.1,0.18784975000000004
